firstnameid	lastnameid	playerjerseynameid	commonnameid	role4	role3	gkglovetypecode	role5	role2	role1	eyebrowcode	skintypecode	haircolorcode	facialhairtypecode	curve	jerseystylecode	agility	tattooback	accessorycode4	gksavetype	positioning	tattooleftarm	hairtypecode	facepsdlayer0	standingtackle	preferredposition3	longpassing	penalties	animfreekickstartposcode	lipcolor	isretiring	longshots	gkdiving	icontrait2	interceptions	shoecolorcode2	crossing	potential	gkreflexes	finishingcode1	reactions	composure	skinsurfacepack	vision	contractvaliduntil	finishing	dribbling	slidingtackle	accessorycode3	preferredposition5	accessorycolourcode1	headtypecode	driref	sprintspeed	undershortstyle	height	hasseasonaljersey	tattoohead	preferredposition2	strength	shoetypecode	birthdate	preferredposition1	tattooleftleg	skinmakeup	ballcontrol	phypos	shotpower	trait1	socklengthcode	weight	hashighqualityhead	eyedetail	tattoorightarm	icontrait1	balance	gender	headassetid	gkkicking	defspe	internationalrep	preferredposition6	shortpassing	freekickaccuracy	skillmoves	faceposerpreset	usercaneditname	avatarpomid	finishingcode2	aggression	acceleration	paskic	headingaccuracy	iscustomized	preferredposition7	runningcode2	modifier	gkhandling	eyecolorcode	jerseysleevelengthcode	sockstylecode	accessorycolourcode3	accessorycode1	playerjointeamdate	headclasscode	tattoofront	nationality	preferredfoot	sideburnscode	weakfootabilitytypecode	jumping	personality	gkkickstyle	stamina	playerid	accessorycolourcode4	gkpositioning	headvariation	skillmoveslikelihood	trait2	shohan	skintonecode	shortstyle	overallrating	smallsidedshoetypecode	emotion	runstylecode	facepsdlayer1	muscularitycode	skincomplexion	jerseyfit	accessorycode2	shoedesigncode	shoecolorcode1	hairstylecode	bodytypecode	animpenaltiesstartposcode	pacdiv	defensiveawareness	runningcode1	preferredposition4	volleys	accessorycolourcode2	tattoorightleg	facialhaircolorcode
23733	32914	32914	0	0	0	0	0	0	18	60201	0	20	287	58	1	67	0	0	0	59	0	1063	0	58	-1	74	57	0	0	0	69	8	0	51	31	54	78	10	0	58	64	224001	69	2028	64	70	48	0	-1	0	1541	69	70	0	180	3	0	18	57	85	153981	14	0	0	72	61	78	0	0	73	0	2	0	0	66	0	79390	9	49	1	-1	70	53	2	0	0	0	0	54	74	66	53	0	-1	0	0	14	1	0	1	0	0	161698	1	0	43	1	0	3	64	3	0	73	79390	0	14	0	2	0	66	2	0	68	501	3	0	0	0	2	2	0	0	30	0	1	0	72	38	0	-1	48	0	0	3
20457	2779	2779	0	0	0	0	0	0	23	60201	0	3	36	36	1	67	0	0	0	49	0	1092	0	23	23	41	50	0	0	0	46	8	0	19	31	46	61	11	0	39	47	223101	47	2028	57	60	21	0	-1	0	1546	58	71	0	186	3	0	18	58	124	153593	12	0	0	57	55	55	0	0	77	0	2	0	0	58	0	79391	14	24	1	-1	51	35	1	0	0	0	0	54	66	46	30	0	-1	0	1	10	9	0	1	0	0	161698	1	0	21	2	0	2	46	4	0	50	79391	0	6	0	2	0	53	2	0	54	503	3	0	0	0	2	0	0	0	30	0	4	0	69	28	0	-1	39	0	0	0
17071	27098	27098	0	0	0	75	0	0	1	60201	0	19	0	11	1	26	0	0	0	8	0	152	0	11	-1	19	15	0	0	0	8	55	0	11	31	12	63	59	0	35	25	223101	22	2028	6	7	10	0	-1	0	3503	59	22	0	199	3	0	-1	70	361	154032	0	0	0	18	56	39	0	0	94	0	2	0	0	27	0	79392	52	22	1	-1	23	13	0	0	0	0	0	27	22	52	11	0	-1	0	1	59	8	0	1	0	0	161698	1	0	21	1	0	2	53	4	0	23	79392	0	56	0	0	0	59	1	0	56	503	3	0	0	0	1	0	0	0	30	0	5	0	55	5	0	-1	5	0	0	6
8642	7737	8680	8680	0	0	0	0	0	7	60201	0	3	0	54	1	70	0	0	0	53	0	1083	0	62	-1	51	50	0	0	0	51	14	0	60	31	60	80	8	0	57	52	223101	40	2028	40	62	60	0	-1	0	1516	62	73	0	182	3	0	16	59	31	155230	7	0	0	63	61	62	0	2	75	0	2	0	0	61	0	79393	9	59	1	-1	61	53	1	0	0	0	0	65	78	54	49	0	-1	0	2	15	3	0	1	0	8	161700	1	0	45	2	0	2	64	2	0	63	79393	0	15	0	1	0	48	2	0	64	501	2	0	0	0	1	0	0	0	30	0	1	0	75	59	0	-1	38	0	0	3
28088	34048	34048	0	0	0	0	0	44	41	60201	0	21	35	46	1	71	0	0	0	66	0	451	0	44	-1	37	70	0	0	0	47	5	0	27	31	32	74	11	0	48	64	223101	62	2027	63	54	24	0	-1	0	1004	56	83	0	192	3	0	-1	80	325	153686	25	0	0	52	74	68	0	2	77	0	2	0	0	70	0	79394	13	34	1	-1	58	25	1	0	0	0	0	63	81	48	71	0	-1	0	0	8	3	0	1	0	0	161698	1	0	21	1	0	3	92	2	0	68	79394	0	10	0	2	0	61	9	0	63	500	3	0	0	0	9	0	0	0	30	0	5	0	82	18	0	-1	53	0	0	21
13975	26847	12541	26845	0	0	0	0	0	38	60201	0	3	0	59	1	64	0	0	0	61	0	1065	0	31	-1	62	52	0	0	0	58	12	0	14	31	60	69	7	0	53	58	223101	63	2027	62	67	25	0	-1	0	521	64	71	0	177	4	0	16	54	382	152824	27	0	0	63	55	73	0	2	70	0	2	0	0	64	0	79396	14	24	1	-1	67	53	2	0	0	0	0	56	69	63	43	0	-1	0	0	15	9	0	1	0	8	161702	1	0	54	1	0	4	50	3	0	59	79396	0	12	0	3	0	63	3	0	63	501	3	0	0	0	3	0	23	0	30	0	1	0	70	18	0	-1	62	0	0	20
13235	39247	39247	0	0	0	0	0	0	18	60201	0	0	27	58	1	63	0	0	0	45	0	228	0	63	-1	66	47	0	0	0	32	15	0	66	31	64	73	10	0	59	66	223101	65	2027	40	66	59	0	-1	0	1029	66	70	0	192	3	0	10	79	363	153750	14	0	0	68	71	63	0	1	78	0	2	0	0	67	0	79397	13	63	1	-1	69	43	1	0	0	0	0	59	74	65	59	0	-1	0	0	11	9	0	1	0	9	161698	1	0	34	1	0	3	79	4	0	63	79397	0	14	0	1	0	44	9	0	63	501	3	0	0	0	9	0	0	0	30	0	5	0	72	65	0	-1	43	0	0	0
13975	23896	13983	13983	0	0	0	0	0	3	60201	0	20	27	37	1	66	0	0	0	59	0	1061	0	59	-1	49	43	0	0	0	32	8	0	59	31	54	77	14	0	57	49	223101	48	2028	31	61	62	0	-1	1	9	62	72	0	180	3	0	12	59	172	154721	3	0	0	63	58	35	0	2	70	0	2	0	0	65	0	79398	12	59	1	-1	60	39	2	0	0	0	0	56	76	53	50	0	-1	0	2	5	3	0	1	0	16	161700	1	0	38	1	0	3	65	2	0	56	79398	0	9	0	1	0	34	4	0	62	503	3	0	0	0	4	0	0	0	30	0	2	0	74	60	0	-1	27	0	0	20
8642	15760	15760	0	0	0	0	0	0	41	60000	1	27	16	44	0	68	0	0	0	56	0	133	0	11	27	53	57	0	0	0	56	9	0	24	31	52	69	11	0	60	54	223101	54	2028	62	61	15	0	-1	0	3512	62	70	0	180	0	0	23	68	378	153116	25	0	0	61	65	62	0	0	80	0	0	0	0	72	0	79401	13	24	1	-1	56	34	1	0	0	0	0	58	66	53	61	0	-1	0	0	14	9	0	1	0	0	161698	1	0	21	1	0	3	70	3	0	65	79401	0	14	0	2	0	59	1	0	61	501	3	0	0	0	4	2	0	0	30	0	2	0	68	28	0	-1	45	0	0	27
16124	22847	44305	16124	0	0	0	0	41	44	1450102	0	3	0	63	1	61	0	0	0	79	0	1086	0	35	-1	49	76	0	0	0	72	11	0	29	31	53	81	14	64	78	75	223101	70	2029	77	72	24	0	-1	0	1505	72	71	0	180	3	0	-1	80	41	152806	25	0	0	77	77	80	536870928	0	73	0	2	0	0	57	0	79402	14	36	1	-1	73	49	2	0	0	0	0	74	68	63	79	0	-1	0	0	6	9	0	1	0	0	161702	1	0	54	1	0	3	85	4	0	72	79402	0	14	0	1	0	77	7	0	77	502	3	0	0	0	5	0	0	0	30	0	2	0	70	31	0	-1	77	0	0	0
33217	18283	18283	0	0	0	38	0	0	1	60201	0	19	0	12	1	39	0	0	0	6	0	1068	0	13	-1	18	14	0	0	0	7	59	0	13	31	12	69	63	0	39	35	223101	29	2028	7	11	11	0	-1	0	2022	63	28	0	188	1	0	-1	65	85	154335	0	0	0	11	59	41	0	0	80	0	2	0	0	42	0	79403	55	26	1	-1	19	10	0	0	0	0	0	31	25	55	11	0	-1	0	1	51	8	0	1	0	0	161698	1	0	21	1	0	4	53	4	0	35	79403	0	59	0	0	0	51	2	0	57	501	2	0	0	0	2	0	0	0	30	0	5	0	59	10	0	-1	9	0	0	19
23297	20752	20752	0	0	0	0	0	0	11	60201	0	1	287	25	1	52	0	0	0	21	0	677	0	61	-1	38	30	0	0	0	22	11	0	56	31	29	72	9	0	51	40	223101	32	2028	20	31	58	0	-1	0	57	40	70	0	190	3	0	-1	65	44	154559	5	0	0	45	59	45	0	0	80	0	2	0	0	51	0	79404	10	56	1	-1	45	26	1	0	0	0	0	46	67	36	57	0	-1	0	0	9	1	0	1	0	0	161698	1	0	13	1	0	3	66	2	0	56	79404	0	9	0	1	0	26	2	0	56	503	3	0	0	0	2	0	0	0	30	0	4	0	69	50	0	-1	23	0	0	1
28320	5855	5855	0	0	0	103	0	0	1	60201	0	3	27	21	1	48	0	0	0	8	0	141	0	20	-1	45	27	0	0	0	7	59	0	22	31	19	76	60	0	50	30	223101	52	2027	5	16	25	0	-1	0	9	60	34	0	192	3	0	-1	68	103	154878	0	0	0	30	54	44	0	0	81	0	2	0	0	40	0	79407	58	32	1	-1	37	18	0	0	0	0	0	34	31	58	30	0	-1	0	1	54	3	0	1	0	0	161698	1	0	13	1	0	3	61	4	0	25	79407	0	54	0	0	0	54	4	0	57	503	3	0	0	0	4	0	0	0	30	0	4	0	59	28	0	-1	9	0	0	3
35513	19877	19877	0	0	0	0	0	0	11	60201	0	6	0	20	1	57	0	0	0	27	0	514	0	63	-1	50	38	0	0	0	17	7	0	56	31	25	70	10	0	60	44	123101	34	2029	23	27	60	0	-1	0	6002	47	66	0	173	3	0	-1	65	118	154582	5	0	0	67	65	30	0	0	67	0	2	0	0	73	1	79410	8	60	1	-1	64	22	1	0	0	0	0	65	61	44	63	0	-1	0	0	13	9	0	1	0	0	161699	1	0	163	1	0	3	68	2	0	66	79410	0	13	0	1	0	24	2	0	62	503	3	0	0	0	2	0	0	0	30	0	1	0	64	58	0	-1	27	0	0	20
25028	29308	29308	0	0	0	137	0	0	1	2150403	0	21	0	9	1	28	0	0	0	9	0	643	0	11	-1	24	15	0	0	0	8	59	0	12	31	10	74	54	0	44	35	220001	25	2027	5	9	9	0	-1	0	1010	54	24	0	187	3	0	-1	56	75	155423	0	0	0	10	51	36	0	0	77	0	2	0	0	35	0	79419	48	19	1	-1	29	13	0	0	0	0	0	25	15	48	11	0	-1	0	1	55	9	3	1	0	0	161517	1	0	57	1	0	2	45	4	0	24	79419	0	51	0	0	0	55	8	0	54	502	3	0	0	0	8	2	0	0	30	0	4	0	59	9	0	-1	10	0	0	21
19271	24430	24430	0	0	0	0	0	0	41	60201	0	0	16	34	1	50	0	0	0	45	0	96	0	10	18	25	58	0	0	0	47	11	0	18	31	25	57	14	0	50	46	223101	45	2025	58	46	10	0	-1	0	1001	45	53	0	185	3	0	23	38	102	153137	25	0	0	40	42	49	0	2	68	0	2	0	0	56	0	79420	6	16	1	-1	40	33	1	0	0	0	0	34	55	35	53	0	-1	0	0	13	9	0	1	0	0	161702	1	0	18	2	0	3	39	2	0	58	79420	0	13	0	1	0	52	4	0	49	501	3	0	0	0	4	0	0	0	30	0	4	0	54	10	0	-1	39	0	0	0
17726	4902	4902	0	0	0	0	0	0	27	60201	0	21	0	47	1	65	0	0	0	45	0	1285	0	32	27	44	45	0	0	0	34	9	0	20	31	46	75	11	0	42	46	223101	54	2025	38	54	33	0	-1	1	1501	56	72	0	171	0	0	12	46	95	155146	16	0	0	55	46	47	0	1	54	0	2	0	0	80	0	79421	13	26	1	-1	48	35	1	0	0	0	0	38	70	48	34	0	-1	0	1	7	9	0	1	0	8	161698	1	0	58	1	0	3	40	2	0	55	79421	0	10	0	2	0	40	3	0	53	503	2	0	0	0	4	0	9	0	30	0	1	0	71	20	0	-1	42	1	0	21
12229	25593	14673	0	0	0	7	0	0	1	60201	0	21	16	10	1	25	0	0	0	6	0	698	0	10	-1	30	10	0	0	0	8	63	0	14	31	13	69	61	0	56	36	223101	24	2025	7	11	14	0	-1	0	1505	61	21	0	188	3	0	-1	56	381	154257	0	0	0	12	53	42	0	2	85	0	2	0	0	38	0	79422	56	19	1	-1	32	13	0	0	0	0	0	32	18	56	12	0	-1	0	1	57	9	0	1	0	0	161517	1	0	58	1	0	3	47	3	0	27	79422	0	53	0	0	0	57	3	0	59	501	2	0	0	0	3	0	0	0	30	0	5	0	63	8	0	-1	7	0	0	21
17726	28813	28813	0	0	0	0	0	0	11	60201	0	21	0	26	1	48	0	0	0	24	0	160	0	64	-1	39	34	0	0	0	22	14	0	57	31	31	64	7	0	54	44	223101	30	2025	18	30	52	0	-1	0	1514	39	65	0	180	3	0	-1	61	108	153611	5	0	0	42	61	38	0	0	77	0	2	0	0	67	0	79423	8	60	1	-1	49	24	1	0	0	0	0	53	60	38	54	0	-1	0	0	8	9	0	1	0	0	161517	1	0	58	1	0	2	60	4	0	66	79423	0	9	0	1	0	24	4	0	57	501	2	0	0	0	4	0	0	0	30	0	2	0	63	62	0	-1	25	0	0	21
19546	3752	3752	0	0	0	131	0	0	1	60201	0	0	35	14	1	29	0	0	0	7	0	16	0	10	-1	25	16	0	0	0	7	55	0	14	31	11	65	56	0	50	32	223101	23	2026	8	20	10	0	-1	0	0	56	19	0	190	1	0	-1	56	323	153920	0	0	0	22	52	42	0	0	78	0	2	0	0	28	0	79425	56	19	1	-1	21	13	0	0	0	0	0	25	19	56	14	0	-1	0	1	53	1	1	1	0	0	161333	1	0	25	1	0	2	47	2	1	25	79425	0	52	0	0	0	53	2	0	55	502	3	0	0	0	1	2	0	0	30	0	5	0	55	6	0	-1	7	0	0	0
27981	31675	31675	0	0	0	0	0	0	11	60201	0	5	0	34	1	46	0	0	0	29	0	16	0	69	-1	63	39	0	0	0	29	8	0	68	31	42	72	5	0	67	60	224001	33	2028	30	48	66	0	-1	0	2501	53	62	0	193	3	0	-1	77	431	152369	5	0	0	60	74	55	0	0	81	0	2	0	0	44	0	79427	13	68	1	-1	64	32	1	0	0	0	0	66	59	50	71	0	-1	0	0	6	9	0	1	0	0	161704	1	0	49	1	0	2	79	3	0	73	79427	0	11	0	1	0	35	2	0	69	502	3	0	0	0	2	2	0	0	30	0	4	0	61	68	0	-1	33	0	0	20
7456	24437	24437	0	0	0	0	0	0	41	1150000	0	0	29	61	1	74	0	0	0	68	0	109	0	29	-1	42	67	0	0	0	63	7	0	24	31	45	70	11	0	62	66	223101	55	2028	68	61	28	0	-1	0	1012	64	83	0	184	3	0	-1	73	379	152173	25	0	0	64	69	65	0	0	74	0	2	0	0	71	0	79428	13	30	1	-1	59	56	2	0	0	0	0	58	84	53	66	0	-1	0	0	5	9	0	1	0	0	161698	1	0	18	1	0	2	83	3	0	67	79428	0	13	0	1	0	66	8	0	67	501	3	0	0	0	8	2	0	0	30	0	2	0	83	22	0	-1	63	0	0	0
27135	34973	34973	0	0	0	0	0	0	13	240101	1	6	29	26	1	47	0	0	0	30	0	1282	0	62	-1	47	35	0	0	0	30	10	0	61	31	38	71	8	0	55	51	224001	32	2029	25	38	58	0	-1	0	2012	47	65	0	192	3	0	-1	74	71	154447	5	0	0	58	69	47	0	0	81	0	0	0	0	46	0	79429	11	62	1	-1	58	32	1	0	0	0	0	62	60	44	64	0	-1	0	0	13	3	0	1	0	0	161704	1	0	26	1	0	4	72	4	0	65	79429	0	11	0	1	0	31	1	0	63	501	3	0	0	0	1	0	0	0	30	0	4	0	63	62	0	-1	25	0	0	19
22099	4579	4579	0	0	0	0	0	0	35	60201	0	19	0	55	1	68	0	0	0	59	0	552	0	29	27	56	53	0	0	0	52	11	0	26	31	58	74	9	0	58	59	224001	62	2028	58	63	27	0	-1	0	2021	63	74	0	181	3	0	12	53	102	154871	23	0	0	62	55	59	0	1	74	0	2	0	0	72	0	79430	8	28	1	-1	63	48	3	0	0	0	0	45	76	60	39	0	-1	0	0	5	5	0	1	0	0	161704	1	0	39	1	0	3	54	4	0	66	79430	0	12	0	3	0	56	2	0	62	501	3	0	0	0	2	2	0	0	30	0	1	0	75	24	0	-1	44	0	0	19
17475	12682	12682	0	0	0	0	0	0	41	60201	0	1	0	38	1	62	0	0	0	55	0	624	0	12	-1	50	57	0	0	0	51	10	0	14	31	26	66	8	0	52	42	123101	41	2028	59	60	15	0	-1	0	5502	61	69	0	166	3	0	-1	55	124	154811	25	0	0	65	49	53	0	1	59	0	2	0	0	68	1	79431	7	19	1	-1	64	28	1	0	0	0	0	28	66	47	60	0	-1	0	0	8	1	0	1	0	0	161741	1	0	14	1	0	3	64	2	0	51	79431	0	6	0	1	0	55	2	0	59	503	3	0	0	0	2	0	0	0	30	0	8	0	68	18	0	-1	50	0	0	6
35622	2035	2035	0	0	0	0	0	0	7	60201	0	1	35	53	1	78	0	0	0	47	0	1068	0	55	-1	39	42	0	0	0	43	12	0	52	31	55	71	10	0	53	48	223101	44	2028	37	56	54	0	-1	0	3505	58	79	0	175	0	0	16	58	86	154471	7	0	0	54	61	56	0	0	70	0	2	0	0	77	0	79434	6	52	1	-1	46	36	1	0	0	0	0	68	82	46	42	0	-1	0	2	6	1	0	1	0	0	161333	1	0	14	2	0	3	60	4	0	63	79434	0	9	0	1	0	43	2	0	58	501	3	0	0	0	2	0	0	0	30	0	1	0	80	51	0	-1	37	0	0	6
5600	6510	5593	5593	0	0	0	0	18	14	60201	0	0	37	52	1	59	0	0	0	52	0	643	0	58	-1	57	49	0	0	0	55	9	0	57	31	48	60	13	0	57	58	223101	53	2026	51	58	51	0	-1	0	1019	59	66	0	180	3	0	14	61	70	151548	10	0	0	60	62	58	0	0	70	0	2	0	0	62	0	79437	6	56	1	-1	60	48	1	0	0	0	0	66	65	55	48	0	-1	0	1	12	9	0	1	0	0	161698	1	0	104	1	0	3	58	2	0	61	79437	0	13	0	1	0	53	7	0	59	501	3	0	0	0	7	2	0	0	30	0	2	0	66	57	0	-1	43	0	0	0
19040	19163	19163	0	0	0	1	0	0	1	2360000	5	1	0	15	1	26	0	0	0	9	0	532	0	16	-1	28	16	0	0	0	8	58	0	9	31	11	76	58	0	60	25	132101	50	2028	7	12	13	0	-1	0	5500	58	23	0	168	1	0	-1	45	34	154784	0	0	0	13	60	44	0	2	63	0	0	0	0	49	1	79440	59	24	1	-1	20	12	0	0	0	0	0	28	25	59	14	0	-1	0	1	57	1	1	1	0	0	161753	1	0	25	1	0	3	43	4	0	20	79440	0	60	0	0	0	57	2	0	59	501	3	0	0	0	2	0	0	0	30	0	7	0	58	10	0	-1	7	0	0	6
19363	24612	19363	19363	0	0	1	0	0	1	60201	0	3	257	10	1	42	0	0	0	7	0	116	0	11	-1	29	10	0	0	0	5	62	0	6	31	10	76	65	0	60	25	223101	34	2030	5	10	14	0	-1	0	1541	65	29	0	192	3	0	-1	63	161	154393	0	0	0	11	61	41	0	0	85	0	2	0	0	22	0	79443	54	27	1	-1	18	11	0	0	0	0	0	18	25	54	13	0	-1	0	1	58	9	0	1	0	8	161699	1	0	54	2	0	2	54	3	0	26	79443	0	61	0	0	0	58	4	0	62	503	3	0	0	0	4	0	9	0	30	0	5	0	62	5	0	-1	6	0	0	0
8895	24480	24480	0	0	0	0	0	0	21	60201	0	21	257	56	1	77	0	0	0	55	0	109	0	51	-1	56	51	0	0	0	56	5	0	52	31	55	73	7	0	58	56	223101	58	2027	55	61	49	0	-1	0	1016	63	78	0	171	3	0	18	58	361	154130	14	0	0	60	55	59	0	1	67	0	2	0	0	79	0	79444	13	50	1	-1	61	58	2	0	0	0	0	48	75	58	44	0	-1	0	0	11	9	0	1	0	0	161698	1	0	82	1	0	3	56	3	0	55	79444	0	8	0	2	0	56	9	0	58	503	3	0	0	0	9	2	0	0	30	0	2	0	77	51	0	-1	51	0	0	21
33692	12327	12327	0	0	0	0	0	0	38	2120502	2	5	0	66	1	79	0	0	0	71	0	909	0	37	-1	68	68	0	0	0	66	11	0	36	3	73	80	12	0	66	66	123101	69	2028	69	77	31	0	-1	0	9000	76	83	0	164	3	0	16	54	1	152955	27	0	0	76	59	68	0	0	55	0	2	0	0	77	1	79446	10	35	1	-1	72	62	2	0	0	0	0	59	82	70	44	0	-1	0	0	9	3	0	1	0	0	161698	1	0	195	2	0	3	60	4	0	68	79446	0	10	0	2	0	68	2	0	74	501	3	0	0	0	2	0	0	0	15	0	7	0	83	31	0	-1	65	0	0	20
7286	33169	33169	0	0	0	36	0	0	1	60201	0	3	0	14	1	26	0	0	0	8	0	909	0	14	-1	18	15	0	0	0	9	55	0	11	31	13	73	61	0	56	24	123101	47	2028	11	15	11	0	-1	0	7010	61	32	0	178	3	0	-1	33	103	154322	0	0	0	19	57	44	0	2	68	0	2	0	0	47	1	79447	59	26	1	-1	19	13	0	0	0	0	0	29	22	59	15	0	-1	0	1	54	9	0	1	0	0	161698	1	0	4	1	0	1	35	2	0	27	79447	0	57	0	0	0	54	2	0	58	503	3	0	0	0	2	0	0	0	30	0	2	0	55	9	0	-1	8	0	0	20
24113	34964	34964	0	0	0	0	0	0	14	60201	0	0	0	42	1	70	0	0	0	54	0	227	0	64	-1	58	41	0	0	0	48	12	0	62	31	43	73	12	0	60	62	223101	53	2029	43	63	64	0	-1	0	1506	62	69	0	185	3	0	14	77	323	153896	10	0	0	57	73	62	0	0	77	0	2	0	0	67	0	79448	12	63	1	-1	62	44	1	0	0	0	0	67	63	54	64	0	-1	0	1	8	9	0	1	0	0	161705	1	0	51	1	0	3	76	2	0	68	79448	0	6	0	1	0	48	3	0	63	502	4	0	0	0	3	1	0	0	30	0	5	0	66	63	0	-1	38	0	0	0
34364	37508	37508	0	0	0	0	0	31	21	1450302	4	19	0	65	1	76	0	0	0	65	0	510	0	64	-1	74	67	0	5	0	67	14	0	65	31	65	82	6	0	68	68	123101	75	2028	66	72	53	0	-1	0	9531	73	69	0	172	3	0	18	58	162	153928	14	0	0	76	62	66	0	0	64	0	1	0	0	73	1	79449	12	61	1	-1	78	64	2	0	0	0	0	58	67	73	52	0	-1	0	0	12	9	0	1	0	0	161698	1	0	47	1	0	4	61	3	0	74	79449	0	8	0	2	0	66	2	0	73	501	3	0	0	0	2	0	0	0	30	0	1	0	68	62	0	-1	57	0	0	6
17132	20293	20293	0	0	0	50	0	0	1	2280403	4	4	0	16	1	22	0	0	0	9	0	741	0	15	-1	19	17	0	0	0	8	57	0	9	31	13	77	60	0	53	38	123101	45	2027	7	11	12	0	-1	0	5514	60	21	0	180	3	0	-1	36	362	155083	0	0	0	13	55	44	0	2	70	0	2	0	0	51	1	79450	58	26	1	-1	31	14	0	0	0	0	0	17	29	58	18	0	-1	0	1	56	2	3	1	0	0	161698	1	0	21	1	0	1	39	4	0	23	79450	0	55	0	0	0	56	1	0	58	501	3	0	0	0	5	0	0	0	30	0	2	0	57	10	0	-1	7	0	0	2
27316	16639	16639	0	0	0	0	0	22	14	1450201	0	3	0	60	1	73	0	0	0	58	0	436	0	72	-1	68	59	0	4	0	61	12	0	71	31	60	86	7	0	57	56	123101	65	2028	62	65	69	0	-1	1	9015	67	64	0	171	3	0	14	64	162	154881	10	0	0	71	64	63	0	0	64	0	2	0	0	75	1	79451	9	69	1	-1	72	56	2	0	0	0	0	57	65	66	55	0	-1	0	1	10	9	0	1	0	16	161698	1	0	47	1	0	3	65	4	0	68	79451	0	14	0	2	0	61	3	0	69	501	3	0	0	0	3	0	0	0	30	0	2	0	64	69	0	-1	57	0	0	3
10587	6823	6823	0	0	0	0	0	0	7	60201	0	0	0	45	1	64	0	0	0	56	0	1	0	58	-1	40	34	0	0	0	29	5	0	56	31	62	70	14	0	60	45	223101	34	2028	40	60	62	0	-1	0	1012	57	68	0	182	3	0	16	66	97	154398	7	0	0	51	63	55	0	2	80	0	2	0	0	64	0	79453	10	59	1	-1	56	29	1	0	0	0	0	65	68	49	55	0	-1	0	2	12	9	0	1	0	0	161704	1	0	116	2	0	3	67	2	0	56	79453	0	12	0	1	0	41	9	0	61	503	4	0	0	0	9	0	0	0	30	0	2	0	68	61	0	-1	30	0	0	0
37457	26264	26264	0	0	0	0	0	35	41	50202	0	6	0	63	1	69	0	0	0	68	0	536	0	25	12	65	62	0	0	0	64	15	0	31	31	68	80	15	0	62	59	123101	61	2028	68	69	22	0	-1	1	7004	69	82	0	175	3	0	23	69	172	154563	25	0	0	71	65	66	0	2	65	0	2	0	0	66	1	79454	13	31	1	-1	67	57	2	0	0	0	0	53	83	65	68	0	-1	0	0	10	3	0	1	0	16	161698	1	0	4	1	0	3	80	3	0	62	79454	0	11	0	2	0	66	2	0	69	503	3	0	0	0	2	0	0	0	30	0	1	0	82	28	0	-1	65	0	0	6
32447	26119	26119	0	0	0	0	0	0	41	60201	0	0	29	57	1	45	0	0	0	63	0	451	0	23	-1	44	64	0	0	0	56	6	0	24	31	40	78	7	0	62	60	230101	51	2029	62	61	23	0	-1	0	1004	57	68	0	198	3	0	-1	69	84	154629	25	0	0	57	62	62	0	1	84	0	2	0	0	39	0	79455	13	26	1	-1	51	45	1	0	0	0	0	47	65	48	63	0	-1	0	0	9	3	0	1	0	0	161703	1	0	21	1	0	3	70	3	0	60	79455	0	14	0	2	0	60	6	0	61	503	2	0	0	0	6	2	0	0	30	0	4	0	67	18	0	-1	50	0	0	0
7441	38675	38675	0	0	0	0	0	0	11	2090000	5	6	0	51	1	65	0	0	0	34	0	503	0	76	-1	64	52	0	0	0	48	11	0	76	31	37	78	15	0	67	58	123101	52	2027	50	47	73	0	-1	1	5512	56	78	0	168	3	0	-1	68	70	152876	5	0	0	63	68	52	0	0	60	0	1	0	0	72	1	79457	9	75	1	-1	68	46	1	0	0	0	0	71	71	56	72	0	-1	0	0	15	1	0	1	0	16	161698	1	0	4	1	0	2	78	2	0	64	79457	0	13	0	1	0	49	2	0	73	501	3	0	0	0	4	0	0	0	30	0	8	0	75	75	0	-1	47	0	0	5
26010	37307	37307	0	0	0	0	0	31	37	10101	0	21	0	70	1	68	0	0	0	60	0	681	0	30	12	66	72	0	0	0	63	13	0	25	31	50	74	12	0	50	51	223101	65	2029	68	68	30	0	-1	0	529	66	60	0	170	3	0	18	50	72	154325	23	0	0	66	52	74	0	0	70	0	3	0	0	83	0	79458	8	31	1	-1	66	59	2	0	0	0	0	40	60	62	54	0	-1	0	0	15	9	0	1	0	0	161706	1	0	191	2	0	2	54	2	0	64	79458	0	14	0	2	0	68	4	0	63	501	3	0	0	0	6	0	0	0	30	0	7	0	60	28	0	-1	64	0	0	21
23727	44306	23727	23728	0	0	0	0	0	18	60201	0	0	0	62	1	67	0	0	0	67	0	24	0	62	10	65	63	0	0	0	60	14	0	60	31	62	74	7	0	61	63	223101	72	2026	64	67	55	0	-1	0	2501	67	74	0	176	3	0	18	60	41	152759	14	0	0	68	65	65	0	1	72	0	2	0	0	61	0	79459	6	61	1	-1	68	50	1	0	0	0	0	60	74	66	55	0	-1	0	0	7	3	0	1	0	0	161703	1	0	45	1	0	3	68	3	0	77	79459	0	11	0	2	0	63	3	0	67	502	3	0	0	0	3	0	0	0	30	0	2	0	74	63	0	-1	50	0	0	0
